composition,C,Si,Mn,P,S,Ni,Cr,Mo,Cu,Ti,Al,B,N,V,Co,Nb+Ta,Fe,temperature,ys_value,uts_value,elo_value,roa_value
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,25,220.0,610.0,71.0,79.0
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,100,209.0,508.0,59.0,79.0
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,200,183.0,471.0,46.0,76.0
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,300,158.0,473.0,47.0,71.0
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,400,145.0,468.0,47.0,71.0
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,500,148.0,447.0,44.0,70.0
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,550,143.0,432.0,43.0,68.0
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,600,145.0,397.0,42.0,65.0
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,650,129.0,347.0,46.0,65.0
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,700,119.0,275.0,53.0,62.0
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,750,114.0,231.0,62.0,71.0
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,800,,,,
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,900,,,,
ABM,0.09,0.61,1.56,0.022,0.014,10.27,18.24,0.32,0.16,0.036,0.014,0.0001,0.038,,,0.03,68.5959,1000,,,,
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,25,230.0,620.0,72.0,80.0
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,100,239.0,505.0,59.0,80.0
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,200,172.0,472.0,47.0,76.0
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,300,159.0,476.0,46.0,72.0
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,400,160.0,477.0,47.0,68.0
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,500,155.0,454.0,44.0,68.0
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,550,140.0,438.0,44.0,71.0
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,600,131.0,395.0,47.0,69.0
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,650,134.0,349.0,48.0,61.0
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,700,119.0,292.0,55.0,61.0
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,750,114.0,230.0,68.0,70.0
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,800,,,,
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,900,,,,
ABN,0.07,0.6,1.58,0.022,0.012,10.26,18.18,0.31,0.12,0.04,0.014,0.0008,0.028,,,0.04,68.7232,1000,,,,
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,25,342.0,655.0,51.0,77.0
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,100,278.0,581.0,43.0,75.0
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,200,228.0,526.0,40.0,73.0
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,300,220.0,526.0,37.0,68.0
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,400,196.0,518.0,40.0,62.0
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,500,208.0,498.0,35.0,63.0
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,550,188.0,476.0,35.0,65.0
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,600,182.0,454.0,38.0,66.0
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,650,172.0,410.0,36.0,67.0
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,700,165.0,362.0,40.0,64.0
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,750,173.0,301.0,44.0,63.0
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,800,153.0,241.0,59.0,71.0
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,900,,,,
ABQ,0.08,0.24,0.78,0.03,0.001,8.79,18.68,,2.92,,,,0.102,,,0.48,67.897,1000,,,,
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,25,295.0,640.0,51.0,76.0
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,100,267.0,577.0,45.0,76.0
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,200,243.0,538.0,40.0,72.0
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,300,220.0,535.0,39.0,68.0
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,400,193.0,521.0,42.0,67.0
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,500,199.0,503.0,37.0,67.0
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,550,171.0,482.0,36.0,66.0
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,600,176.0,458.0,39.0,69.0
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,650,162.0,416.0,38.0,70.0
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,700,164.0,357.0,41.0,68.0
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,750,160.0,303.0,47.0,69.0
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,800,136.0,247.0,63.0,74.0
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,900,,,,
ABR,0.08,0.22,0.77,0.035,0.001,8.82,18.43,,3.05,,,,0.12,,,0.47,68.004,1000,,,,
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,25,262.0,551.0,50.0,79.0
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,100,238.0,512.0,47.0,78.0
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,200,216.0,488.0,42.0,76.0
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,300,210.0,489.0,46.0,73.0
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,400,194.0,495.0,48.0,69.0
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,500,191.0,488.0,51.0,69.0
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,550,,,,
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,600,181.0,450.0,47.0,70.0
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,650,,,,
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,700,156.0,328.0,51.0,48.0
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,750,,,,
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,800,124.0,199.0,95.0,65.0
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,900,74.0,110.0,120.0,89.0
fCA,0.071,0.71,1.28,0.019,0.005,32.43,20.75,0.03,0.1,0.32,0.39,,0.0206,,0.32,,43.5544,1000,41.0,67.0,100.0,97.0
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,25,229.0,553.0,51.0,76.0
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,100,196.0,510.0,49.0,74.0
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,200,193.0,488.0,44.0,73.0
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,300,165.0,483.0,46.0,67.0
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,400,160.0,489.0,50.0,68.0
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,500,149.0,480.0,51.0,64.0
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,550,,,,
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,600,151.0,449.0,49.0,67.0
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,650,,,,
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,700,129.0,340.0,43.0,37.0
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,750,,,,
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,800,119.0,202.0,76.0,62.0
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,900,76.0,117.0,82.0,79.0
fCB,0.06,0.43,1.12,0.011,0.008,32.34,21.0,0.002,0.09,0.49,0.25,,0.022,,0.54,,43.637,1000,47.0,70.0,77.0,76.0
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,25,201.0,492.0,51.0,79.0
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,100,180.0,455.0,49.0,79.0
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,200,156.0,431.0,48.0,79.0
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,300,150.0,424.0,48.0,76.0
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,400,133.0,420.0,53.0,69.0
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,500,129.0,412.0,56.0,69.0
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,550,,,,
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,600,122.0,383.0,49.0,57.0
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,650,,,,
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,700,115.0,305.0,35.0,34.0
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,750,,,,
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,800,108.0,187.0,75.0,59.0
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,900,66.0,104.0,104.0,78.0
fCC,0.05,0.52,1.14,0.009,0.014,32.48,21.06,0.005,0.02,0.42,0.39,,0.0162,,0.32,,43.5558,1000,42.0,59.0,90.0,77.0
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,25,255.0,554.0,50.0,77.0
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,100,239.0,512.0,46.0,78.0
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,200,197.0,483.0,45.0,76.0
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,300,178.0,478.0,46.0,72.0
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,400,174.0,484.0,49.0,70.0
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,500,187.0,482.0,49.0,67.0
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,550,,,,
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,600,153.0,441.0,49.0,69.0
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,650,,,,
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,700,174.0,331.0,49.0,51.0
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,750,,,,
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,800,114.0,197.0,96.0,70.0
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,900,71.0,110.0,116.0,86.0
fCD,0.05,0.56,1.2,0.018,0.005,32.48,20.65,0.03,0.09,0.32,0.33,,0.0231,,0.24,,44.0039,1000,41.0,66.0,103.0,97.0
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,25,257.0,562.0,44.0,83.0
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,100,224.0,514.0,44.0,81.0
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,200,209.0,490.0,42.0,80.0
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,300,235.0,489.0,42.0,76.0
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,400,216.0,491.0,42.0,69.0
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,500,188.0,462.0,44.0,66.0
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,550,,,,
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,600,172.0,430.0,44.0,63.0
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,650,,,,
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,700,181.0,338.0,34.0,34.0
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,750,,,,
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,800,115.0,203.0,72.0,55.0
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,900,64.0,102.0,100.0,71.0
fCE,0.05,0.5,1.34,0.014,0.007,31.76,21.05,0.012,0.06,0.45,0.52,,0.0114,,0.028,,44.1976,1000,35.0,58.0,128.0,89.0
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,25,226.0,545.0,52.0,77.0
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,100,204.0,503.0,50.0,80.0
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,200,186.0,480.0,46.0,75.0
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,300,159.0,478.0,47.0,74.0
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,400,166.0,482.0,49.0,68.0
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,500,148.0,477.0,51.0,66.0
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,550,,,,
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,600,143.0,433.0,46.0,58.0
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,650,,,,
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,700,137.0,326.0,48.0,46.0
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,750,,,,
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,800,117.0,194.0,82.0,65.0
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,900,70.0,112.0,105.0,77.0
fCF,0.055,0.56,1.19,0.015,0.005,32.08,20.65,0.03,0.06,0.29,0.25,,0.024,,0.37,,44.421,1000,42.0,68.0,89.0,80.0
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,25,320.0,510.0,8.0,7.0
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,100,244.0,480.0,18.0,6.0
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,200,,,,
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,300,179.0,358.0,34.0,20.0
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,400,,,,
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,500,181.0,403.0,30.0,21.0
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,550,,,,
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,600,178.0,374.0,36.0,19.0
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,650,,,,
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,700,171.0,380.0,34.0,22.0
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,750,,,,
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,800,168.0,269.0,34.0,28.0
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,900,106.0,172.0,40.0,42.0
TdA,0.32,1.2,0.98,0.016,0.026,13.44,25.6,0.15,0.09,0.007,0.008,,0.152,,0.25,0.009,57.752,1000,,,,
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,25,270.0,530.0,44.0,25.0
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,100,207.0,437.0,42.0,23.0
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,200,,,,
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,300,173.0,419.0,54.0,30.0
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,400,,,,
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,500,159.0,402.0,48.0,28.0
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,550,,,,
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,600,153.0,389.0,50.0,22.0
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,650,,,,
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,700,140.0,317.0,46.0,31.0
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,750,,,,
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,800,144.0,221.0,44.0,38.0
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,900,81.0,129.0,54.0,67.0
TdB,0.34,1.21,0.79,0.015,0.011,12.06,25.46,0.02,0.03,0.02,0.005,,0.098,,0.22,0.002,59.719,1000,,,,
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,25,230.0,510.0,36.0,16.0
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,100,189.0,463.0,52.0,25.0
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,200,,,,
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,300,158.0,438.0,60.0,26.0
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,400,,,,
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,500,136.0,421.0,60.0,27.0
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,550,,,,
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,600,129.0,372.0,50.0,26.0
